movie_name,genre,rating,votes,duration_minutes
Sattam En Kaiyil,crime,7.7,2354.0,124.0
Assault in Progress,crime,7.5,19.0,99.0
The Heist,crime,6.8,2048.0,120.0
PT Sir,crime,6.8,1829.0,130.0
"Extraction, USA",crime,7.3,77.0,
Trouble in Mocoville,crime,8.0,13.0,
Desert Fiends,crime,4.2,1122.0,106.0
The Instigators,crime,6.2,41443.0,101.0
Wicked Season,crime,4.4,80.0,85.0
City Hunter,crime,6.3,6018.0,102.0
Love You to Debt,crime,6.2,814.0,135.0
Seeruwen,crime,5.0,13.0,
King Ivory,crime,6.2,925.0,130.0
Viduthalai Part 2,crime,7.6,18115.0,170.0
Phir Aayi Hasseen Dillruba,crime,5.8,7280.0,132.0
Raayan,crime,6.5,13579.0,145.0
Quotation Gang Part 1,crime,8.8,40.0,118.0
Ride,crime,5.9,500.0,114.0
The Final: Attack on Wembley,crime,6.3,2690.0,82.0
Yathabhava,crime,8.3,30.0,127.0
Insurance Jimmy,crime,6.5,151.0,110.0
First Shift,crime,4.5,2345.0,89.0
Old Guy,crime,5.3,5320.0,94.0
Dead Mail,crime,6.0,3168.0,106.0
Thankamani,crime,4.5,245.0,156.0
The Stix,crime,7.6,36.0,123.0
Maharaja,crime,8.3,78289.0,141.0
The Plot,crime,4.8,508.0,100.0
The Order,crime,6.8,58674.0,116.0
Gumbo 2,crime,6.8,15.0,
Auron Mein Kahan Dum Tha,crime,6.3,41199.0,150.0
Death Will Come,crime,6.0,45.0,101.0
Jigra,crime,6.0,24814.0,153.0
Bheema,crime,5.6,1014.0,148.0
Trap,crime,5.8,157204.0,105.0
Cafe 404,crime,4.9,202.0,93.0
My Fault,crime,4.2,7388.0,120.0
Saripodhaa Sanivaaram,crime,7.1,13177.0,166.0
Secret Home,crime,8.1,152.0,117.0
High Rise 3: Run to Peril,crime,8.4,9.0,
Kingsmen,crime,6.1,71.0,72.0
Vettaiyan,crime,6.9,41013.0,163.0
The Thundermans Return,crime,5.0,2055.0,70.0
Borderless Fog,crime,5.2,1418.0,110.0
The Courier,crime,6.0,5523.0,101.0
Saindhav,crime,5.0,1692.0,138.0
The Experts,crime,6.2,345.0,121.0
Vampire's House of Cain,crime,3.6,22.0,
The Desperate Chase,crime,5.8,100.0,110.0
Deadly Ruphoria,crime,5.9,43.0,90.0
Sorgavaasal,crime,6.6,1517.0,138.0
Passport,crime,7.8,26.0,
Please Don't Feed the Children,crime,4.6,1394.0,94.0
Snatched,crime,5.7,549.0,101.0
Damaged,crime,4.7,8324.0,97.0
Miséria,crime,4.2,111.0,99.0
Dead Name,crime,7.6,16.0,84.0
Gangs of Godavari,crime,4.9,940.0,165.0
Gold Boy,crime,6.4,167.0,129.0
Yalakunni,crime,8.4,178.0,135.0
Public Defender,crime,8.0,21.0,
Juror #2,crime,7.0,120084.0,114.0
Killer Heat,crime,5.6,15012.0,95.0
Gally Gang Stars,crime,9.0,2051.0,157.0
Swing Bout,crime,8.4,197.0,90.0
DNA,crime,5.3,234.0,156.0
Helen Razor,crime,5.0,11.0,
Abigail,crime,6.5,110731.0,109.0
Beating Hearts,crime,7.0,7674.0,166.0
Sons,crime,6.4,2917.0,100.0
Thalavan,crime,7.2,6764.0,131.0
Pattaya Heat,crime,5.6,235.0,117.0
"Fallen Leaves, Broken Lighters",crime,8.0,9.0,96.0
Faultline,crime,4.9,162.0,92.0
Lucky Baskhar,crime,8.0,39912.0,148.0
Corpórea,crime,6.2,11.0,
Colors of Evil: Red,crime,6.4,9262.0,111.0
Bogus Phone Operators,crime,8.8,6.0,
Diamondz R 4Eva,crime,1.6,14.0,
The Pee Pee Poo Poo Man,crime,6.0,97.0,79.0
Taxali Gate,crime,6.7,174.0,95.0
Dheera Samrat,crime,9.7,100.0,123.0
Metamorfosi dell'essere,crime,6.8,101.0,105.0
Jackpot,crime,6.2,5.0,
Harom Hara,crime,6.6,3099.0,154.0
Hit List,crime,5.7,387.0,125.0
Suspect,crime,4.9,160.0,94.0
"Bullets, Brothers and Blood",crime,7.8,16.0,85.0
Zebra,crime,7.1,3648.0,164.0
Baby John,crime,5.0,19232.0,159.0
Riff Raff,crime,5.7,7925.0,103.0
The Roundup: Punishment,crime,6.6,6458.0,109.0
Kurukku,crime,6.2,550.0,109.0
Abraham Ozler,crime,6.6,5219.0,143.0
Belle,crime,5.4,268.0,100.0
Take Good Care,crime,6.1,10.0,101.0
Accident or Conspiracy: Godhra,crime,7.0,898.0,133.0
Raktaksha,crime,6.3,2378.0,118.0
Ma Este Gyilkolunk,crime,5.1,751.0,
Bhakshak,crime,7.2,7444.0,134.0
RapeD,crime,7.1,29.0,105.0
IC9,crime,8.0,8.0,120.0
Bermondsey Tales: Fall of the Roman Empire,crime,4.0,247.0,99.0
Sayara,crime,5.6,522.0,98.0
Supplier Shankara,crime,9.3,73.0,163.0
Do Patti,crime,6.3,70339.0,126.0
Cursed in Baja,crime,6.3,42.0,80.0
Satyabhama,crime,5.8,1612.0,132.0
Midas,crime,4.7,368.0,85.0
Seeds,crime,5.1,332.0,82.0
Charlotte Link - Ohne Schuld,crime,5.5,46.0,89.0
Bastar: The Naxal Story,crime,6.4,3413.0,124.0
Laandhar,crime,4.2,101.0,117.0
Kill the Jockey,crime,6.3,2763.0,96.0
Matka,crime,4.7,636.0,156.0
Estômago II: O Poderoso Chef,crime,5.8,400.0,131.0
Blackia 2,crime,5.5,139.0,132.0
Mr. Bachchan,crime,3.6,5409.0,150.0
